gene,logFC,logCPM,F,PValue,FDR,cell_type,scenario,omitted_donor,omitted_group,passes_primary_threshold
PNRC2,0.162365602728108,7.31829092039664,1.0522984648548,0.330461660034629,0.505964548397011,CD4_NC,Full,,Full,FALSE
SRSF10,0.27301108309974,7.22791170655743,5.26090388684511,0.0461122280687353,0.145173657966709,CD4_NC,Full,,Full,FALSE
STPG1,-0.76377900494654,2.35085615307096,7.85145181115537,0.0197774936949208,0.0868570199705473,CD4_NC,Full,,Full,TRUE
NIPAL3,-0.153072869987049,5.44507174618911,1.01100110988465,0.339658721092492,0.515403348820868,CD4_NC,Full,,Full,FALSE
RCAN3,-0.217704584050696,8.02910850938507,1.33177641912851,0.276775382347253,0.45079027724316,CD4_NC,Full,,Full,FALSE
AL445686.2,-0.0333671264070718,4.96888609583198,0.00289335460775479,0.958331014576834,0.977709311240322,CD4_NC,Full,,Full,FALSE
SRRM1,0.260062646007995,7.91837861992493,4.95339742523847,0.0516457311770136,0.155401363705031,CD4_NC,Full,,Full,FALSE
CLIC4,0.495758004273951,1.3469456961018,0.670820658567484,0.43298524004119,0.601863298787589,CD4_NC,Full,,Full,FALSE
RUNX3,-0.0553123002716312,6.56489582190437,0.0500943139456323,0.827652527263786,0.898947904870243,CD4_NC,Full,,Full,FALSE
SYF2,0.520472088963757,7.25559134579658,6.00052873357717,0.0355300245353826,0.124001748613266,CD4_NC,Full,,Full,TRUE
AL031432.4,-0.25281431702181,1.03658827366288,0.261515997429272,0.620638138173462,0.755044991592057,CD4_NC,Full,,Full,FALSE
RSRP1,0.464548277431609,8.18080517601912,5.68619716242969,0.0396153306925466,0.132368309513488,CD4_NC,Full,,Full,FALSE
TMEM50A,0.446315919334528,7.21606152974753,8.13012785827575,0.0181236928669758,0.0826623594517589,CD4_NC,Full,,Full,FALSE
MACO1,-0.383488839144143,4.80581172222599,3.17359375554143,0.106863066702804,0.244010118330604,CD4_NC,Full,,Full,FALSE
LDLRAP1,-0.550753525513397,6.61074658847979,10.1735416129645,0.0103299443240334,0.0596474024633627,CD4_NC,Full,,Full,TRUE
AL606491.1,0.522249377923039,1.11616841426918,1.56804100621084,0.24061315504961,0.410188449722948,CD4_NC,Full,,Full,FALSE
MAN1C1,-0.301259739331305,4.04537765332645,1.38767140862848,0.267557234947609,0.441284585631779,CD4_NC,Full,,Full,FALSE
SELENON,-0.41032035386132,3.91149296638391,3.69606517731385,0.0851043995451183,0.210650048043422,CD4_NC,Full,,Full,FALSE
AL020996.1,0.0882002208022236,0.68467580893352,0.0218945954177247,0.885400553471502,0.936438805104465,CD4_NC,Full,,Full,FALSE
MTFR1L,0.103370822147105,4.00192159543331,0.251092868902244,0.627748511180241,0.760473170030796,CD4_NC,Full,,Full,FALSE
PAQR7,-0.164667903264185,0.992966642832775,0.166762958961941,0.691965778899497,0.805617367118939,CD4_NC,Full,,Full,FALSE
STMN1,0.306345168549787,5.50392381201662,0.730446369564043,0.414266565044925,0.584944337891774,CD4_NC,Full,,Full,FALSE
PAFAH2,-0.519783889452394,3.54907422024504,4.02540560154529,0.0742298124808542,0.19293400482666,CD4_NC,Full,,Full,FALSE
PDIK1L,-0.435892240234172,3.63388370629862,4.07409815417531,0.0727653524992029,0.190984741391778,CD4_NC,Full,,Full,FALSE
ZNF593,0.716850239186837,4.83996537004342,11.8642389690043,0.0068042173326856,0.048078569228831,CD4_NC,Full,,Full,TRUE
CEP85,-0.563869412265452,3.23126872488303,5.85673940973474,0.0373751934402554,0.128071113079519,CD4_NC,Full,,Full,TRUE
SH3BGRL3,0.775674404956914,10.7293171665615,19.5770937217551,0.00146575830384164,0.0231114545347868,CD4_NC,Full,,Full,TRUE
UBXN11,0.812561701423936,5.49782537291886,13.2453994148182,0.0049654681406357,0.0416124372725685,CD4_NC,Full,,Full,TRUE
CD52,1.21874606527911,12.3526148315308,17.2650034661707,0.00220724194404289,0.0279142089299678,CD4_NC,Full,,Full,TRUE
CRYBG2,0.0468792708230648,0.992143082354899,0.00913822721509993,0.925819815415068,0.960092550927847,CD4_NC,Full,,Full,FALSE
ZNF683,0.771019504098277,3.41866619410332,2.45010128108659,0.150865913439805,0.302624924206318,CD4_NC,Full,,Full,FALSE
DHDDS,-0.532912818731104,3.17584938496042,5.63085628851001,0.0404418844113963,0.133889686906631,CD4_NC,Full,,Full,TRUE
HMGN2,-0.13695999623646,6.55230097288877,0.685378163169652,0.428106487510464,0.597514070173133,CD4_NC,Full,,Full,FALSE
RPS6KA1,-0.676440840869222,5.91183167668712,25.069962484051,0.000627052889307711,0.0162111481294269,CD4_NC,Full,,Full,TRUE
ARID1A,-1.63531986376808,7.59118189816616,63.4841513455609,1.69017632437823e-05,0.00520821650785233,CD4_NC,Full,,Full,TRUE
PIGV,-0.670535964546126,2.58855616393956,5.96843269965221,0.0360321703785538,0.12523533440513,CD4_NC,Full,,Full,TRUE
ZDHHC18,-0.552646834902521,4.65504417559509,2.19947242196512,0.170554618454917,0.326879103391903,CD4_NC,Full,,Full,FALSE
GPN2,-0.374304921304357,4.37817675895029,4.22020959194044,0.0685834656534732,0.184162275253131,CD4_NC,Full,,Full,FALSE
GPATCH3,-0.25703651167222,3.61474088074077,2.01014645533157,0.188319704199195,0.348350094121909,CD4_NC,Full,,Full,FALSE
NUDC,-0.501889435491346,6.81375457724446,17.127689052261,0.0022642949190413,0.0282936423597753,CD4_NC,Full,,Full,TRUE
KDF1,0.338946638782012,2.03864183703015,1.60955326732651,0.234982019678418,0.403968272774138,CD4_NC,Full,,Full,FALSE
SLC9A1,-0.257705611698775,3.1420816748775,1.60015463568189,0.236161872591134,0.405334750484498,CD4_NC,Full,,Full,FALSE
NPM1P39,0.172233662048183,1.80705588266679,0.262913889507946,0.619931471854472,0.754471109392031,CD4_NC,Full,,Full,FALSE
WDTC1,-0.633536893315268,4.92608598397216,7.91867457418144,0.019293617769585,0.0855582895405185,CD4_NC,Full,,Full,TRUE
TMEM222,0.369069904889902,4.64779012635977,7.34663821677576,0.0229458651701473,0.0946142495299088,CD4_NC,Full,,Full,FALSE
SYTL1,0.130430722618541,6.59794986491138,0.461306683869583,0.513267304309219,0.66844852310511,CD4_NC,Full,,Full,FALSE
MAP3K6,0.537941342855697,2.55954215415127,3.96169821957375,0.0762289718235956,0.196265911966437,CD4_NC,Full,,Full,FALSE
WASF2,-0.0440059667857495,7.59459809144111,0.109696628113754,0.747700056586442,0.843357067664771,CD4_NC,Full,,Full,FALSE
BX293535.1,1.04907391777273,2.19976971687724,5.87155023820761,0.0372088397814694,0.127708905677556,CD4_NC,Full,,Full,TRUE
AHDC1,-1.04976714791196,3.10953573443825,11.7939115206539,0.00695174927242437,0.0486045380784779,CD4_NC,Full,,Full,TRUE
FGR,1.07467262762899,4.77929308556291,10.665926836472,0.00911128846922411,0.0559883358561174,CD4_NC,Full,,Full,TRUE
AL031729.1,1.23016325701571,0.515713558861044,7.74445616160352,0.0203039746599241,0.0881513456541172,CD4_NC,Full,,Full,TRUE
IFI6,0.592653899521191,6.36025350696442,2.55918603715646,0.143287887565819,0.292953652951533,CD4_NC,Full,,Full,FALSE
FAM76A,0.232991448984709,4.31139076607004,2.11072854898421,0.178586006802075,0.336403102719162,CD4_NC,Full,,Full,FALSE
STX12,0.0713815734841765,4.33547405642838,0.136177486474312,0.720227228878513,0.824504025977509,CD4_NC,Full,,Full,FALSE
AL020997.2,2.14987926626966,0.529957980146023,7.52714553575266,0.021857139778608,0.0921487977398077,CD4_NC,Full,,Full,TRUE
PPP1R8,-0.316391062119358,4.81987555526114,5.15409571441739,0.0479507083725784,0.14840990925506,CD4_NC,Full,,Full,FALSE
THEMIS2,-0.608146825381452,5.56110009758611,1.90682729355167,0.200359168570789,0.36359346965288,CD4_NC,Full,,Full,FALSE
RPA2,-0.375786503158729,6.36541627451234,5.23380640044698,0.0465698372450789,0.146064862479119,CD4_NC,Full,,Full,FALSE
XKR8,-0.173616700903827,3.65569107259801,0.752350588265451,0.407183025520948,0.57977576292479,CD4_NC,Full,,Full,FALSE
EYA3,-0.280193849518379,3.23358656127317,1.60219139662227,0.235880124082548,0.405126357756785,CD4_NC,Full,,Full,FALSE
SPCS2P4,1.76955320071801,0.566949038622129,7.42801877089677,0.0224972918354953,0.0936183143030294,CD4_NC,Full,,Full,TRUE
PTAFR,1.77129013927951,3.19999686532841,21.8523003691783,0.00101326413394486,0.0202817491649932,CD4_NC,Full,,Full,TRUE
DNAJC8,0.335356212018033,7.35099527520645,3.54179982888842,0.0908805520181708,0.218244610187715,CD4_NC,Full,,Full,FALSE
ATP5IF1,0.877737506934811,8.02121421270955,17.0190736878896,0.00231053778814535,0.0287033770063209,CD4_NC,Full,,Full,TRUE
AL353622.1,0.801731901285977,2.56010428647101,4.92691744141667,0.052210979234079,0.156348308045355,CD4_NC,Full,,Full,FALSE
SESN2,-0.580259046357387,2.30037004429715,1.51839672757872,0.247724708251511,0.418528211293071,CD4_NC,Full,,Full,FALSE
MED18,-0.949546844741107,3.57393332101514,22.3998248218964,0.000933225436685353,0.0195669997376861,CD4_NC,Full,,Full,TRUE
PHACTR4,-0.108471292668892,5.22768348075808,0.293045539287161,0.60077535730585,0.738058718806117,CD4_NC,Full,,Full,FALSE
RCC1,-0.439551205759755,3.0374702764456,4.65612976726154,0.05786278309706,0.166296269710704,CD4_NC,Full,,Full,FALSE
SNHG3,1.02743201254506,6.66687089101867,22.9780212084687,0.00085105734853708,0.0187976547926879,CD4_NC,Full,,Full,TRUE
TRNAU1AP,0.300314869809201,4.15458488684382,3.10961457567499,0.109996032531353,0.248469493116594,CD4_NC,Full,,Full,FALSE
SNHG12,0.971641366310145,5.25600194119907,31.0353963416414,0.000288634035134371,0.0122545328629145,CD4_NC,Full,,Full,TRUE
TAF12,0.247907816855055,5.27300612444096,2.71553589928058,0.132095874997678,0.278940211385703,CD4_NC,Full,,Full,FALSE
GMEB1,-0.101094496402966,4.15544052997171,0.302518784268697,0.595041567746127,0.733153419826855,CD4_NC,Full,,Full,FALSE
YTHDF2,-0.0370044922629896,6.18925785812533,0.0941198864721767,0.765641272866889,0.855800392939952,CD4_NC,Full,,Full,FALSE
EPB41,-0.432240709030148,8.25678159519297,8.18116750731956,0.0178549200400737,0.081909607765538,CD4_NC,Full,,Full,FALSE
AL138785.1,1.46938944884909,6.59529787895016,27.5610075687303,0.000446401393677105,0.014555695130164,CD4_NC,Full,,Full,TRUE
SRSF4,-0.231724124797734,6.53653418707519,2.66211875280434,0.135515582258182,0.283141687631004,CD4_NC,Full,,Full,FALSE
MECR,-0.433432918943224,3.1302245754094,1.7737455344309,0.214133825658709,0.379360270367599,CD4_NC,Full,,Full,FALSE
MATN1-AS1,0.171141712164177,2.34824643290311,0.43093248680218,0.527213068757437,0.679120096929186,CD4_NC,Full,,Full,FALSE
LAPTM5,0.435130295967035,9.08612228967222,8.92253548762555,0.0144513002507042,0.0723653299117704,CD4_NC,Full,,Full,FALSE
PUM1,-0.367985932432034,6.08097536104925,8.06754561444563,0.0184604368755754,0.083560520979063,CD4_NC,Full,,Full,FALSE
SNRNP40,-0.54427342971819,4.79699871430626,12.8768296806566,0.00539067878578092,0.0432967805337293,CD4_NC,Full,,Full,TRUE
ZCCHC17,-0.143289700071131,5.39949681537989,1.08550480295359,0.323332864326002,0.498838369507231,CD4_NC,Full,,Full,FALSE
PEF1,0.207994663618494,4.75839604711449,1.71395642974586,0.221343429329055,0.387485315261771,CD4_NC,Full,,Full,FALSE
PTP4A2,0.0911768422502005,7.51104584547573,0.0755116721385619,0.789449405787833,0.872382324723331,CD4_NC,Full,,Full,FALSE
KHDRBS1,-0.370257786819917,6.73510922626543,3.74201450230676,0.0834548127987534,0.207668678182722,CD4_NC,Full,,Full,FALSE
TMEM39B,-0.47282639552333,3.53061898339411,7.45037766230203,0.0222410403374433,0.0931366601336621,CD4_NC,Full,,Full,FALSE
KPNA6,-0.239745576115089,4.77074721671989,2.41837644326772,0.152669114062548,0.304422598968787,CD4_NC,Full,,Full,FALSE
TXLNA,-0.890268480364665,4.75822722345977,16.872062303924,0.00237619797741452,0.0289497446930135,CD4_NC,Full,,Full,TRUE
CCDC28B,0.0213858665607564,3.47604949259201,0.0114023630595771,0.917191217248853,0.95530039890536,CD4_NC,Full,,Full,FALSE
IQCC,-0.460186372635464,1.0915966858201,1.7495556693707,0.216448764014095,0.381704613343682,CD4_NC,Full,,Full,FALSE
TMEM234,0.594879915483107,2.36618172152793,3.00277355640436,0.115572384429017,0.256390079872907,CD4_NC,Full,,Full,FALSE
EIF3I,0.566442815986037,7.14645225508172,21.9233467489908,0.00100066999651322,0.0202777265024745,CD4_NC,Full,,Full,TRUE
LCK,-0.378930691622335,8.42856454726937,6.55163259406091,0.0295465906337278,0.111596898674594,CD4_NC,Full,,Full,FALSE
HDAC1,-0.349942492100294,6.82772495804099,8.62683933227186,0.0157045928845644,0.0755279126393554,CD4_NC,Full,,Full,FALSE
MARCKSL1,-0.193843812351767,5.29199272593498,1.19702280173594,0.300960554198657,0.475477668331588,CD4_NC,Full,,Full,FALSE
FAM229A,0.311181829628093,2.22651649870423,1.01282971071511,0.339337640385522,0.515101735988307,CD4_NC,Full,,Full,FALSE
BSDC1,0.0501921288626575,4.60523037027112,0.0669817753025215,0.801320750376932,0.880261399901066,CD4_NC,Full,,Full,FALSE
ZBTB8OS,0.76859389287113,5.4935456561527,23.2627456592719,0.00081551065518248,0.0184644473433252,CD4_NC,Full,,Full,TRUE
RBBP4,-0.475636360023293,6.301607456876,14.9035272416058,0.00349289049656948,0.0348747213295392,CD4_NC,Full,,Full,FALSE
YARS,-0.0648887003086598,5.32177822765385,0.124534849790694,0.731893990004722,0.833340723658945,CD4_NC,Full,,Full,FALSE
S100PBP,-0.603898641791612,4.88368230152768,4.63615250538367,0.0582505478828045,0.166920194701489,CD4_NC,Full,,Full,FALSE
RNF19B,1.10565886852893,2.53932186068958,13.6833627706587,0.00452552667939737,0.0398904670629137,CD4_NC,Full,,Full,TRUE
AK2,0.0488572005249018,5.78484688533301,0.123917174406377,0.732529830260762,0.833889460417787,CD4_NC,Full,,Full,FALSE
AZIN2,0.146469435463982,2.01859592118576,0.216884026268556,0.651999719500813,0.777917126846092,CD4_NC,Full,,Full,FALSE
TRIM62,-0.847732644011664,2.89797390658362,15.3192894065456,0.00323416723670587,0.0336517262983398,CD4_NC,Full,,Full,TRUE
ZNF362,-0.512383641876895,4.40431381643757,9.92698323840414,0.0110185624550824,0.0620635390358941,CD4_NC,Full,,Full,TRUE
PHC2,-0.393216228098424,4.19478546993034,1.26796931988745,0.287877226761204,0.462492482566259,CD4_NC,Full,,Full,FALSE
SMIM12,0.341768141618862,5.49938987646546,2.198296158236,0.170652958155022,0.327017969563256,CD4_NC,Full,,Full,FALSE
DLGAP3,0.803870559046058,1.66777930227054,5.55393237677482,0.0416425737322475,0.136794663685183,CD4_NC,Full,,Full,TRUE
AC114490.3,-0.166303824396635,0.614789382926429,0.0913611584766593,0.76871941702294,0.857854033087074,CD4_NC,Full,,Full,FALSE
ZMYM6,0.00659716298128076,3.49116737232359,0.0010282868272341,0.975084744939729,0.986381916028217,CD4_NC,Full,,Full,FALSE
ZMYM1,-0.106998706024631,4.19173096533956,0.196624766487313,0.667417820218722,0.789022156905856,CD4_NC,Full,,Full,FALSE
SFPQ,-0.127672576112637,8.07863765319929,0.402650588073869,0.540745331796142,0.689711944509317,CD4_NC,Full,,Full,FALSE
ZMYM4,-0.363277725223694,4.76457813250426,4.16501372353228,0.0701182908404444,0.186853930917143,CD4_NC,Full,,Full,FALSE
RPL5P4,-0.309326388185161,3.28341008853009,0.816178877617196,0.388726578113867,0.562780592780427,CD4_NC,Full,,Full,FALSE
KIAA0319L,0.151775194465296,5.16826401252905,0.921788447593567,0.360873521513951,0.535818083300889,CD4_NC,Full,,Full,FALSE
NCDN,-0.0442406419131198,4.73402193400881,0.0190588774832654,0.893088726282029,0.941528952590718,CD4_NC,Full,,Full,FALSE
AC004865.2,0.465410200205769,3.25724058043981,2.12798388784402,0.17700324490867,0.334418871867226,CD4_NC,Full,,Full,FALSE
PSMB2,0.448774167811395,6.37284436410683,13.6060842615453,0.00458887758398776,0.0399231232038058,CD4_NC,Full,,Full,FALSE
C1orf216,-0.157633991508518,2.8119039829226,0.289929984171418,0.602717693435934,0.739869348899105,CD4_NC,Full,,Full,FALSE
AGO4,-0.124611521462178,4.09622144153154,0.295368422765853,0.599360531887127,0.736965543538877,CD4_NC,Full,,Full,FALSE
AGO1,-0.323329524372953,4.7030745573148,4.30392391633314,0.0663285805059334,0.180369196321989,CD4_NC,Full,,Full,FALSE
AGO3,0.191005391849383,5.10562227941247,0.556090208623383,0.473940100922689,0.634565412786907,CD4_NC,Full,,Full,FALSE
ADPRHL2,-0.298952828145,4.05934448215968,1.93416239452649,0.196119893533822,0.358116602460652,CD4_NC,Full,,Full,FALSE
TRAPPC3,0.25165696183339,5.71226680195748,3.19299525284387,0.105932382004535,0.242823339149191,CD4_NC,Full,,Full,FALSE
MAP7D1,-0.870495644099606,6.91651006704555,14.6804823048568,0.00365651535651684,0.0356729073468987,CD4_NC,Full,,Full,TRUE
THRAP3,-0.540689230511593,7.13360578133823,15.7958601096117,0.00292094056486512,0.0321367774636289,CD4_NC,Full,,Full,TRUE
EVA1B,0.279203408787561,3.20456426233914,1.2761438357053,0.286437050956771,0.460940733892224,CD4_NC,Full,,Full,FALSE
STK40,-0.683151937588891,4.8856622228383,15.7713974271507,0.00293593912000983,0.0321367774636289,CD4_NC,Full,,Full,TRUE
LSM10,0.529168893540563,6.332518277524,6.27864348305491,0.0323411613447235,0.116709006692156,CD4_NC,Full,,Full,TRUE
MRPS15,0.778280134037432,5.94799154088583,25.4602943759924,0.000593531740248472,0.0157535294249983,CD4_NC,Full,,Full,TRUE
CSF3R,1.51063404579751,4.38319898433426,22.346209486333,0.000937461918947568,0.019576684105758,CD4_NC,Full,,Full,TRUE
LINC01137,-0.360064943623891,2.44083767400509,2.47467389777644,0.148607746780701,0.299730247897091,CD4_NC,Full,,Full,FALSE
ZC3H12A,0.847614163929188,3.92309071820996,14.6189824162424,0.00370481945384245,0.0358397312249965,CD4_NC,Full,,Full,TRUE
MEAF6,0.0738438197662805,6.4174095692234,0.305624632285225,0.59318335026456,0.731577357208361,CD4_NC,Full,,Full,FALSE
SNIP1,-0.403945743891159,3.46587369428971,3.7409334416328,0.0835242993549752,0.207766489082646,CD4_NC,Full,,Full,FALSE
GNL2,-0.41625817422323,4.74244297601531,6.22197461610977,0.0329648579873364,0.118082794389568,CD4_NC,Full,,Full,FALSE
C1orf109,-0.257196954788207,3.77822980122777,1.41354128384204,0.263436084073617,0.436320331172795,CD4_NC,Full,,Full,FALSE
YRDC,0.689504076937748,3.99682692149173,1.50804395892781,0.250329837780878,0.421295746706222,CD4_NC,Full,,Full,FALSE
C1orf122,0.453834043472419,4.9602383620003,7.0886132769902,0.0248684118912682,0.0998371515202675,CD4_NC,Full,,Full,FALSE
MTF1,-0.0657717764050925,3.74773830566985,0.0732644455511527,0.792450702464604,0.874463312101379,CD4_NC,Full,,Full,FALSE
INPP5B,-0.568800387193791,4.46628238760641,12.4269617811261,0.00597073648565749,0.0453502535166054,CD4_NC,Full,,Full,TRUE
SF3A3,-0.274550889952196,6.31743171434605,3.86068425219918,0.0794125434408917,0.201102039252801,CD4_NC,Full,,Full,FALSE
FHL3,-0.251769283278119,3.12689107947916,0.998902160770407,0.342461978801485,0.518287570696929,CD4_NC,Full,,Full,FALSE
UTP11,-0.502255484161644,4.23578763021801,5.13540650659126,0.0482861283131025,0.14909973176705,CD4_NC,Full,,Full,TRUE
RRAGC,-0.0215288292833164,3.23987715376332,0.00737976802536761,0.933332024797232,0.964608057540014,CD4_NC,Full,,Full,FALSE
MYCBP,0.0709475442773979,4.01303573169347,0.147052967292432,0.709836074653087,0.817061677037819,CD4_NC,Full,,Full,FALSE
AKIRIN1,0.20432624892705,6.58110916786374,0.755140759943768,0.406333739639229,0.578892700338522,CD4_NC,Full,,Full,FALSE
NDUFS5,0.752064911558882,8.1453567087174,10.077956146531,0.0105889475588541,0.0604795494839796,CD4_NC,Full,,Full,TRUE
MACF1,-0.499273246417984,7.89426088416928,4.0581166429616,0.0732159834516357,0.191753558708109,CD4_NC,Full,,Full,FALSE
PPIEL,0.0857291628933484,2.67180457959815,0.0281959397920367,0.870188687727102,0.926431607040045,CD4_NC,Full,,Full,FALSE
PABPC4,-0.445208224230421,6.05765510548924,5.72050061987198,0.0391431187201483,0.131595040423192,CD4_NC,Full,,Full,FALSE
HPCAL4,-0.662001573752465,3.10098254421536,5.77646083282724,0.0384452203662308,0.130498902231854,CD4_NC,Full,,Full,TRUE
PPIE,0.00641740646889051,6.45137736814095,0.000552596094139403,0.981733386758772,0.990118911815305,CD4_NC,Full,,Full,FALSE
AL033527.5,0.319215480440612,1.45709454324735,0.701446424314576,0.423024950959604,0.592384973445316,CD4_NC,Full,,Full,FALSE
TRIT1,0.133358386906846,2.94724422768699,0.356365404506795,0.564548412175885,0.708855559474272,CD4_NC,Full,,Full,FALSE
CAP1,-0.382799548240252,8.56430720391927,8.99543636895877,0.0141613562980769,0.0714515077755205,CD4_NC,Full,,Full,FALSE
PPT1,0.226794521915198,6.26292639551681,1.5474001372922,0.243423440829592,0.413695419887149,CD4_NC,Full,,Full,FALSE
RLF,-0.743392570148153,4.52603629394787,6.54482138447667,0.0296186775059551,0.111714910835897,CD4_NC,Full,,Full,TRUE
